Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	ArterialSpinLabelingType	BackgroundSuppression	BackgroundSuppressionNumberPulses	Cluster_EchoTime	Cluster_EchoTimes	Cluster_EffectiveEchoSpacing	Cluster_ImageOrientationPatientDICOM	Cluster_Parts	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EchoTimes	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	ImageOrientationPatientDICOM	M0Type	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	PCASLType	ParallelReductionFactorInPlane	PartialFourier	Parts	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
				datatype-anat_echo-3_part-mag_run-01_suffix-MEGRE_acquisition-1p5mm__1	datatype-anat_echo-3_part-mag_run-01_suffix-MEGRE_acquisition-1p5mm	1				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	9	120	160	96	0.0225	[0.008 0.008 0.015 0.015 0.022 0.022 0.03  0.03 ]		9	15	False	RAS+	[1, 4.897e-12, 0, -4.897e-12, 1, 0]		anat		0	1	False		2.0	1.0	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	i	0.035		False	1.5	1.5	1.5
				datatype-anat_echo-3_part-phase_run-01_suffix-MEGRE_acquisition-1p5mm__1	datatype-anat_echo-3_part-phase_run-01_suffix-MEGRE_acquisition-1p5mm	1				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	9	120	160	96	0.0225	[0.008 0.008 0.015 0.015 0.022 0.022 0.03  0.03 ]		9	15	False	RAS+	[1, 4.897e-12, 0, -4.897e-12, 1, 0]		anat		0	1	False		2.0	1.0	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	i	0.035		False	1.5	1.5	1.5
				datatype-anat_echo-4_part-mag_run-01_suffix-MEGRE_acquisition-1p5mm__1	datatype-anat_echo-4_part-mag_run-01_suffix-MEGRE_acquisition-1p5mm	1				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	9	120	160	96	0.03	[0.008 0.008 0.015 0.015 0.022 0.022 0.03  0.03 ]		9	15	False	RAS+	[1, 4.897e-12, 0, -4.897e-12, 1, 0]		anat		0	1	False		2.0	1.0	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	i	0.035		False	1.5	1.5	1.5
				datatype-anat_echo-4_part-phase_run-01_suffix-MEGRE_acquisition-1p5mm__1	datatype-anat_echo-4_part-phase_run-01_suffix-MEGRE_acquisition-1p5mm	1				0.0	0.0		0.0	0.0	0.0		0.0	0.0	0.0	9	120	160	96	0.03	[0.008 0.008 0.015 0.015 0.022 0.022 0.03  0.03 ]		9	15	False	RAS+	[1, 4.897e-12, 0, -4.897e-12, 1, 0]		anat		0	1	False		2.0	1.0	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	i	0.035		False	1.5	1.5	1.5
				datatype-anat_reconstruction-norm_suffix-T2w__1	datatype-anat_reconstruction-norm_suffix-T2w	1				0.0			0.0		0.0		0.0	0.0	0.0	7	176	256	256	0.565			7	120	False	RAS+	[0, 1, 0, 0, 0, -1]		anat		0	1	False		2.0	1.0		i	3.2		False	1.0	1.0	1.0
				datatype-anat_suffix-T2w__1	datatype-anat_suffix-T2w	1				0.0			0.0		0.0		0.0	0.0	0.0	7	176	256	256	0.565			7	120	False	RAS+	[0, 1, 0, 0, 0, -1]		anat		0	1	False		2.0	1.0		i	3.2		False	1.0	1.0	1.0
				datatype-dwi_direction-AP_part-mag_run-01_suffix-dwi__1	datatype-dwi_direction-AP_part-mag_run-01_suffix-dwi	1				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	136	136	84	0.09		0.00039	11	90	True	LAS+	[1, 0, 0, 0, 1, 0]		dwi	4.0	84	104	False		2.0	0.875	['mag', 'phase']	j-	4.3	0.053	False	1.691	1.691	1.7
				datatype-dwi_direction-AP_part-phase_run-01_suffix-dwi__1	datatype-dwi_direction-AP_part-phase_run-01_suffix-dwi	1				0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	136	136	84	0.09		0.00039	11	90	True	LAS+	[1, 0, 0, 0, 1, 0]		dwi	4.0	84	104	False		2.0	0.875	['mag', 'phase']	j-	4.3	0.053	False	1.691	1.691	1.7
				datatype-fmap_direction-AP_echo-1_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-1_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-1_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-1_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-1_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-1_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-1_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-1_fmap-epi_part-phase_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-1_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-1_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-2_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-2_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.058	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-2_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-2_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-2_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.058	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-2_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-2_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.058	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-2_fmap-epi_part-phase_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-2_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-2_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.058	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-3_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-3_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.096	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-3_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-3_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-3_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.096	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-3_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-3_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.096	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-3_fmap-epi_part-phase_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-3_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-3_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.096	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-4_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-4_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.134	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-4_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-4_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-4_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.134	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-4_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-4_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.134	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-4_fmap-epi_part-phase_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-4_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-4_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.134	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-5_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-5_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.172	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-5_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-5_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-5_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.172	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_echo-5_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_echo-5_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.172	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
			datatype-fmap_direction-AP_echo-5_fmap-epi_part-phase_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_echo-5_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_echo-5_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.172	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
				datatype-fmap_direction-AP_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	True	2.0	2.0	2.0
			datatype-fmap_direction-AP_fmap-epi_part-mag_run-01_suffix-epi_acquisition-funcVARIANTOblique	datatype-fmap_direction-AP_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func__2	datatype-fmap_direction-AP_fmap-epi_part-mag_run-01_suffix-epi_acquisition-func	2				0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[0.9988, 0.00505587, 0.0487162, -0.00418379, 0.999829, -0.0179868]		fmap		72	3	True		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	True	2.0	2.0	2.0
				datatype-fmap_direction-AP_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func__1	datatype-fmap_direction-AP_fmap-epi_part-phase_run-01_suffix-epi_acquisition-func	1				0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11	110	110	72	0.021	[0.021 0.021 0.058 0.058 0.096 0.096 0.134 0.134 0.172 0.172 0.021 0.021]	0.00028	12	90	False	LAS+	[1, 0, 0, 0, 1, 0]		fmap		72	3	False		2.0	0.75	['mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase', 'mag', 'phase']	j-	13.693	0.031	False	2.0	2.0	2.0
